Puan,Yorum
1,Güzel bir kitap fakat 4 yaş icin erken oldu biraz zaman geçsin tekrar çıkarıp okuyacağız
1,etkisi baş döndürüyor
1,Ortadoğu özel ilgisi olanların başucu eseri olacak kadar ciddi bir eser Yıllardır bölgede habercilik yaptığından batı kabul göremeyen gerçekleri yazmasından mütevellit alanda çalışan kimselerin mutlaka okuması gerektiğini düşündüğüm bir kitaptır
1,Seri kitabın yeri bambaşka
1,Kitap sadece Kilise tarihini anlatmıyor aynı zaman Hristiyanlık ilgili bir dizi gelenekleri bölünmeyi bölünmelerin sebeplerini ele almakta yazarı konuda Avrupadaki otoritelerden
0,Bir sözlük kıvamında yazılmış aşırı derecede tanıma boğulmuş ayrıca fazla yabancı kelime parantez içinde anlama yer vermiş durum kadar yazarın donanımlı olduğunun bir göstergesi olsada okuyucuyu yormakta
0,kitabı tavsiye ediyorum
0,İlk kitabını bir çırpıda okuyunca diğerlerini aldım çocuklar harika bir kitap Kızım bir günde okudu
1,Başlangıçta biraz sıkılsam sonradan açılıyor Umarım 2 kitabı olur Güzel kitaptı
0,Öykülelerden dedektif öğretisi üzerine ders alıyor hissettim Akmıyor Hayal kırıklığı
1,Dune serisi bilimkurgu kategorisinde başyapıtlar arasında bir eser Bilimkurgu severlerin kesenlikle atlamamaları gerekiyor Dune mesihi serinin yayınlanma sırasına göre 2 yayınlanan kitap Kronolijik sırası farklı olsada serinin ikinci kitabıdır
0,tabi esada amerika israil dedi bombala halkını varil bombaları Osmanlıcıların işi
0,Kampanyadan aldım aldığıma pişman oldum tercüme başarılı değil anlaşılır degil
1,Ulu Hakan ın ula Hakan olmasının ardındaki muhteşem oyunları
0,kampanyadan aldım fiyatı uygundu yalnız pis olarak geldi sayfaları kirden simsiyah
0,Çeviri hatalarının bol olduğu bir kitap Zaten Latince İngilizce ye tercüme edilirken birtakım kayıplar olur Üstüne bir Türkçe ye tercüme edilirken yapılan yanlışlar eklenmiş
1,Akıcı güzel bazen hüzünlü okunması gereken bir kitap
0,Sayfa altında cevapları yazıyor sorular zora yakın ölçüsüz bir kitap olmuş
0,Kitap yazım basım hataları dolu Bazı paragraflar anlaşılmayacak kadar baskı hatası içeriyor Kitap son haline gelince bir kişi alıp kontrol amaçlı okumadı İçeriği güzel olsa hatalar kitabı geri götürmüş
0,Doğrusu kadar saçma bir girişi var gelişme kısmına gelmeden bıraktığım nadir kitaplardan
0,Bir yerde il insanın şeytan tarafından kandırılışından bahsediyor ekliyor şeytanın söyledikleri sebebiyle taktir edilmemesine şaşırıyorum Hiç bir inanç sisteminde şeytan taktir edilecek iş yapmaz Bazen korkutuyor adam beni
1,iyi gerçekten
1,Pırtık Tekir bir sokak çalgıcısının kedisi Bir gün sahibinin başına bir olay gelir sahibini kaybeder İşte ondan sonra Pırtık Tekir in başına gelenler yeni yuvası ailesi hikayenin sonunda çalgıcı kavuşması güzel bir dille anlatılmış Hikayede anlatım çoğu zaman manzum arada şarkılar söyleniyor
1,kafes kitabını film uyarlaması olan bird box ı beğenmiştik
0,Moğolların tarihi olsa olur olmasa olur bizim tarihimizi mahvettikten sonra
0,Tosun benzer kalıplardan sıyrılmalı
1,kitaplarında olduğu tabiki kitapda mükemmel metin karabaşoğlu okumak gerçekten bağımlılık yapıyor
0,Kaynakça si Vikipedia olan bir tarih kitapi okumak isteyen arkadaslara tavsiye edilir Kopyala yapıştır kağıda israf olmuş genede eline sağlık Lütfi Şahin in
1,Oscar wilde harikasin
0,Bu yeni kapak olmuş böyle Düpedüz felaket anlamsız estetik dışı
0,beklediğim çıkmadı parça parça hikayeler anlatılmaktadır
1,Türk islam aleminin itikadi mezhebi hakkında bilgi edinmek kütüphanede bulunması gereken bir eser
1,güzel zamanlarda güzel okunası bir kitap
0,Filminden etkilendiğim almıştım yalan söyleyeyim kitap sarmadı gerek dil gerek anlatım olarak çeviriden yada kurgudan
0,Açıkçası kısa bir kitap olmasına rağmen sıkılarak bitsin okudum Tavsiye eder miyim Hayır
0,bütün şiirlerin yunus emreye ait olmadığını bilmek gerek
0,İlginç bir çalışma olmuş Çevirisi oldukça anlaşılır
0,Masal bir inceleme
0,kitabı aldım ilk sayfadan aldığıma pişman oldum 15 sayfada bıraktım
0,vasat bi kitap olmuş kitabın sonunu bi türlü getiremiyorum bence Onur ÜNLÜ kitap yazmayı bırakıp senaryo yazmaya devam etmeli
0,20 Şubat Günü yüreğimiz yakan acı olay sonucu idealleri olan Tarih öğretmeni Fırat Yılmaz Çakıroğlu kardeşimiz şehit oldu Asla onun yiğitliği unutulmaz Gelecek kuşaklara anlatmak 2 tane aldım Mekanın cennet olsun Çakıroğlu
0,BİZ BEĞENMEDİK ÇOK BASİT GELDİ ZATEN BUNLARI YAPIYORUZ
1,Hiç tereddüt etmeden okunması önerilecek bir kitaptır Üzgün Kediler Gazeli
1,Bende i evliy S miha Hanım ın pek lez z bir üsl pla yazmış olduğu pek bedi bir romanı Aşk ın hubb i şed d in mec z hakik gölge ikiliğinde bir olduğunun mecz blar rifler şıklar sanatçılar konaklar dükk nlar arasında ince ince dokunup k ğıda dökülmüş h li Son Menzil
1,Tercüme Kitabın biçimi harika bir sayfa arapça bir sayfa Türkçe üstelik İslam mantık ilmine giriş olmazsa olmaz bir eser Huccetül İslam Efendi nin bir arayış adanış hikayesi İbni Sina farabinin eleştirileride eserinde yer alıyor keyifli okumalar Teşekkürler kitapyurdu
0,başlarda sıkıcı geldi yüzden bıraktım başka bir zaman tekrar okurum
0,Sadece karalama yapmak kaleme alınmış Asla bilgi sahibi olmadığı bir konuda yazmaya çalışmış Cahil cesareti olsa gerek
0,Kitabın ismi kitap içeriği uyumlu değil Şiddet intikam duygusu işlenmiş kitapta
1,Herkesin okuması gereken insana mutlaka bir katabilecek bir kitap olduğu düşüncesindeyim Bundan yıllar öncesinde okumuştum aradaki fiyat farkının azlığını düşününce özel basımını almak mantıklı olacaktır
0,Kafkasya dan getirilen esir küçük kızın başından geçenleri anlatan bir eser Eser isim olarak önem arz etse içerik dil olarak iyi bir eserdir diyemiyorum
0,Yorum yazanlar sırf yazmak bunu yapıyor Yazık kitap yorumların aksini şiddetle ispatlamış
1,Üç boyutlu olması güzel olmuş fakat sayfalarının kalın olması güzel olurdu
0,Kitap yanlış basılmış yırtık kutusu yırtık kesinlikle değmez
1,Deneme tadında güzel
0,Ortaokuldayken kısaltılmış metnini okumuştum Çok hoşuma gitmişti Güzel bir macera romanı Tam metnini severek okuyacağıma inanıyorum
1,Akademik dile sahip ancak anlaşılır iyi bir kaynak
1,Ergenlik yıllarımın ilk yıllarında okumuş beğenmiş unutamamıştım Eşim den hediye aldim kitabi yillar sonra severek yeniden okudum
0,2 dünya savaşını Lebensborn evlerini anlatan bir eser
0,Ergenlere yönelik bir kitap içeriğine göre pahalı
0,Belki ileride olur sonu güzel biter diyerek okudum umduğumu bulamadım Yavandı diyebilirim Okuduğum son Elif Şafak kitabı bir okuyacağımı sanmıyorum
0,hayatım gördüğüm hikayesi boktan kurgusu bir halta yaramayan bir kitap kesinlikle almayın paranıza yazık kadar amatörce yazılmış leş bir kitap görmedim
1,Okuyunca bizde tarihi eşyala var diyorsunuz
1,Diğer kitapları güzel
1,okuması basit yalın yazarın görüşlerinin yüzyıllar öncesinden sizinle kesişince insana garip bir mutluluk veriyor Okudukça milletimiz ülkemizde hakkında haklı haksız düşüncelerine rastlamak eğlenceli kitaba güzelce yerleştirilmiş sözlerden Issız yerlerde kendin bir alem ol tibullus
0,kitabı tavsiye etmem içinde bir gram osmanlı devletinden bahsetmemiş böyle mİ olur
0,4 yaşındaki kızım aldım yaşına uygun bulmadım Daha büyük çocuklar anlayabilir bizim beklentimizi karşılamadı yazık
1,Sadece hadisleri okumak istiyorsanız güzel hazırlanmış bir kitap
1,Diğer kitaplarını alacağım güzeldi
1,Bu yazarı ilk okuyorum Dili anlatımı akıcı duru Günlük hayatta dini vazifelerimizi yerine getirirken şeytanın nefsimizin öne sürdüğü sebepler etkili anlatılmış Bu sebepler iyi bilinirse şeytana karşı galip gelebiliriz Okumanızı hayata geçirmenizi tavsiye ederim
0,akıcı değildi konu muhteşem olmasına karşın avantaja cevirilememis sanırım eksiklik duyguydu Bu kadar trajik bir sona derece düz bir bitiş olmadı
0,biraz fazla bir beklenti içine girmiş olmalıyım beğenmemekle birlikte akıcı okunan bir kitap
0,Kitabın ilerleyen sayfalarında karanlıkta ördekler bir gölgeden korkuyorlar Buna gerçekten anlam veremedim Resmen çocuğa bunu öğretmek Ayrıca çizimler cok flu Biz sevemedik
1,kitap seri halinde 1 5 sahabeleri kısa kısa anlatmış verimli bir solukta okudum
1,ÇOK ÖNERİLEN BİR ESERDİ
1,Her ebeveyn ebeveyn adayı öğretmenim okuması gereken kitap Altını çize çize okudum Başucu kitabım oldu
1,gerçekleri anlamak düşünmekten korkmamalıyız M S Hatipoğlu na teşekkür
0,Türkçe cevivirisi kötü anlamakta zorluk yaşanmakta Anlatılan hikayede soru işareti olan konu var
1,Abdullah Agar ı öncede okumuştum içten gerçek bir anlatımı var heyecanla bekliyorum kıtabı
0,Inşaat alanında fazla yoğunlaştığını düşünüyorum Farklı mühendislik dalları etkileyici olduğunu düşünmüyorum Severek okumadım
0,Medyadaki alintilardan yola çıkarak sipariş vermiştim okumaya başladığımda göreyim elestirirken elestirtiklerinden olmuş
1,Yazarın okuduğum ilk romanı Diğer kitaplarını hemen alacağım Çok akıcı sürekli neler olacağını merak ediyorsunuz
1,üniversitede hocamızın okuttuğu bi kitap ders açısından önemli bi kitap
1,genel bir bilgi edinmek faydalı güzel bir kitap
0,Fiyatı oldukça yüksek Kapak tasarımı berbat Bir AKÇAĞ klasiği Ama içerik olarak eşsiz bir kaynak orası ayrı
0,Vallahi aldığıma pişman oldum hadis merakım vardı kısa olsun baştan sona okuyayım aldım fakat hadislerin açıklaması yok açıklama olmayınca yoruma açık bir hale geliyor dini bilgi istiyor tavsiyem bunun yerine mişkatı almanızı tavsiye ediyorum saygılarımla
0,Kendi medeniyetini cümlede yansıtmış
0,bir noktaya kadar anlamlı geldiyse noktadan sonrası biraz zorlama geldi Okumasam bir kaybetmezdim galiba
0,Bi iştahla okudum okudum güzel kitap güzel kitap Ama yazarın dayanakları deneyle araştırmayla ispat edilmiş şeyler değil yüzden biraz beklentimin altında kaldı
0,keşke basılmasaydı bence yazık kağıda mürekkebe bize paramıza
1,Simyacıyı okuyup yazarın kitabını gördüm insanın ufkunu geliştiren kitaplardan
1,Düşündüğüm bildiğim uyguladığım bir konunun dile getirildiği bir kitap Sonunda benim düşünmüş yaşamış dediğim hala ara sıra elime alıp karıştırdığım güzel yararlı bir rehber olmuş
1,Japon kültürünü tanıtıcı özellikte eğlenceli sade bir kitap Başka kültürlere ilgi duyanların kaçırmaması gerekiyor
1,çözümlü büyük puntolarla yazmışlar çözümlü değil hayal kırıklığı oldu kitap seviye olarak temel bilgilerle ilgili bir kitap kolay ona göre alınmalı bence
1,Yazarin kendi gunluk hayatindan ornekler vererek dusunce dunyasini acmasi sonrasinda hakikatlerle baglantilar kurmasi kitabi kitabin mesajini cok anlamli kiliyor Tek seferde degil araliklarla okunabilecek bir kitap cunku bolumde ayri bir hakikatin kesfi gunluk hayatin icinden bir ornek anlatiliyor dolayisiyla sonraki bolumler onceki bolumlere basamak teskil ediyor Annelik sorumlulugunun yuku altinda yasamaya calisan anneye tavsiye edebilecegim bir kitap Ellerinize yureginize saglik Busra Hanim
1,kesinlikle okunması gereken tavsiye edilmesi gereken bir eser
0,benim pek ilgimi çekmedi basit bir gençlik romanı bizim gençlerimize bizim kültürümüze uygun olmayan bir kitap
1,franz kafka nın güzel kitabı denebilir
1,sıcak güzel bir öykü cocuklarınız zevkle dinleyecektir
1,Anlaşılması zor olsada okunması gereken bir kitap
1,Bilimin doğuşunda yaşanan sancıları metafizik bağlamında ele alan nadide bir çalışma
1,Haydar Ergülen in okuduğum ilk şiir kitabı Samimi sıcacık şiirler var kitapta Şiir kitabı okumayı seviyorsanız Üzgün Kediler Gazeli bir şans vermelisiniz
0,Çok niyik umutlarla almıştım
1,Çocuğumla haftada bir yatmadan önce okuduğumuz güzel bir kitap
1,İlk okuduğum bir kalemi zaman tedirgin olarak başlarım okumaya Bu kitaba adı kapağının güzelliği yaklaşsam ilk sayfalardan hızlı bir girişle gerek olay akışı gerek konu anlatımı beklentimi oldukça keyifle karşıladı diyebilirim Asker arkadaşların yıllar önce birbirine verdiği söz uğruna evlenmeye mecbur olan Yavuz Selim Handan ın oyun içinde oyun olan hikayesi fazlasıyla okunası merak uyandıran güzel bir kitaptı Yan karakterlerin oldukça baskın olduğu olaylar Damla yı okurken kahkahalarıma engel olamadım diyebilirim Takipte olacağım yazarlara ekledim sevgili Aslı Genç Gürışık
1,Esquivel in Acı Çikolata kitabını duymuştum nedense kitap bana sesleniyor geldi Kitaptaki Lupita yalnızlığı sessizliği seviyordu Kabullenmesi yıllar almıştı düşünceleriyle baş başa kalmayı seviyordu cümlesini gördükten sonra nedenini anladığımı hissettim Bir yandan güçlü eğlenceli acıyı yana yana hissediyorsunuz Tavsiye ederim
0,umdugumu bulamadım malesef Akıcı olmadığı zor okunan bir eser olmuş
0,Aman dikkat edin sadece kitap fiyata satılıyor Ahşap materyeller olmadan kitabın hiçbir anlamı yok Bunu bilip öyle kararınızı verin
0,Vakit kaybı Kitabı alırken biraz can alıcı metafor tarzında bir şeyler arıyorsunuz fakat öykülere bakınca amacı var birşeye hizmet ediyor sadece yazılmış olmak yazılmış bir kitaptan öteye bir değil Kesinlikle tavsiye etmiyorum
0,kısa olmasına isminde vaad ettiği olaylara rağmen akıcılığı olmayan zorla okuduğum bir kitap
1,Sultan II Abdülhamid Han cihanın son büyük imparatorudur asla sıradan yabana atılacak karakterde bir hükümdar değildir O duyan kulaklara nasihatler gören gözlere işaretler bırakmayı başarmıştır lem i İslam devleti yaptıklarını biliyorum diyorsanız yanılıyorsunuz Çünkü bugüne kadar okuduklarınız biliyorum dedikler
0,Sunay akının yazdığı diğer kitaplara benzemiyor deneme tarzında değil tavsiye etmem
0,Her kadar beş eserde bir arada görünse özet bilgiler içermekte
1,fatih duman ın kitapları gönül rahatlığı okunabilir Bir gün içinde zevkle okuduğum kitaplarından birisi
1,Bir nefeste sıkılmadan okuyabileceğiniz bir kitap Çok ilginç bilgiler var Okuyun pişman olmazsınız Tavsiye ederim
1,cok begendıgım efsane kıtaplardan bırıı
1,Günümüze yasadiklarimiza bakalım değerli yazarimizla beraber
1,Olayın içinde canlı canlı yaşayan birinin dilinden gayet güzel bir kitap
1,harikaydı ilk tarz bir kitap okudum bayıldım
1,yiğenim bayıldı merakla çevirip duruyor sayfaları
1,Yazarı yayın evi kaliteli Içerigini kitabim geldikten sonra ogrenecegim fakat guzelliginden suphem yok
0,Yazar cihad konusunu anlayamamış maalesef Cihadın savunma harbi olduğunu zannediyor bunu savunuyor Ilımlı islam kokuyor Cihad İ lau kelimetullah Allah teala nın kanunlarının tenfizi yapılır savunma değil O na göre iamam şafii nin fetvası uygun değil konuda Darul islam darul harp konularında yüzden yanılıyor Rasih bir inceleme kitabı değil maalesef Başarılı bulmadım
1,Filiz öğretmenimin kalemine sağlık Kitabımız eve gelir gelmez oğlum okudu sevdi Herkese tavsiye ediyoruz
0,Konu güzel kurgu güzel sarmadı beni bilmiyorum elimde süründü gitti
1,yazarın diğer eserleri harika bir kitaptı
0,Çok hevesle aldım kitabı okumaya başladıkdan sonra hayal kırıklığına uğradım ilk okul öğrencilerine hikaye anlatıyor
0,Şiirsel bir dille yazılmış bir roman Benim tarzım olmadığı beğenmedim Şiir başka roman başka
1,Türk hakk müziğine gönül verenler harika bir eser olmuş
1,Az biraz Uçurtma Avcısı tadında umutlu sevecen bir Afganistan romanı Okumak keyif verecektir
0,klasiklerden olması sebebiyle aldım ancak sıkıcıydı bitmesi uğraştım
1,Serinin almayın diyebileceğim bir kitabı dahi yok Her çocuğun kitaplığında olmalı
0,Çok etkileyici bir kitap değildi
1,Kardeşimin okuduğu iyi seri imiş
0,Yeğenimin isteği üzerine aldım tavsiye ettiğim bir kitap degil
0,Ahmet Bey eksik Farsça Eski Anadolu Türkçesi bilgisine rağmen bir takım bilgileri bir araya getirebilmiştir Yazar hatalara sahip incelenmelidir
0,eğitimci başarılı güzel ben kitaptan tek cümle bir anlamadım işin içinde olan varsa onlar dört elle sarılarak okuyabilir ebeveynler psikoloji takipçileri fikir edinmek alırsa hüsrana uğrayabilir kadar ağır bir kuramsal dili var kı anlamak mümkün değerli olduğu kesin anlamayınca çare
1,akademik bir çalışma olduğu gündelik okunmak ağır gelebilir Ancak doğru kaynaktır
1,resimler sulu boya güzel yabancı bir resimleleyene göre başarılı güzel hikayeside güzel anlatımı sade yalın 3 yaşındaki kızım ayrıntılı olsada kısaltarak okumak ta güzel oluyor Tohumdan bitki yetiştirmeyi ona bakım yapma sorumlulukları verme açısından yararlı bir kitap olduğunu dşünüyorum yazarın kitapları almak isterim
